Artist,Subgenre
The Smiths,"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']"
The Snake Corps,"['gothic post-punk', 'uk post-punk']"
The Sneetches,"['jangle pop', 'underground power pop']"
The Snowdroppers,['australian rockabilly']
The Soft Boys,"['jangle pop', 'post-punk', 'power pop', 'uk post-punk']"
The Soft Pack,['garage rock revival']
The Softies,"['sacramento indie', 'tape club', 'twee pop']"
The Someloves,['underground power pop']
The Sonder Bombs,"['alternative emo', 'bubblegrunge', 'cleveland indie', 'diy emo']"
The Sonics,"['classic garage rock', 'garage rock', 'protopunk']"
The Sorrow,"['austrian metal', 'melodic metalcore']"
The Soul Searchers,"['instrumental soul', 'rare groove']"
The Soul Stirrers,"['gospel singers', 'gospel soul']"
The Souljazz Orchestra,"['afrobeat', 'bboy', 'brass band', 'instrumental funk', 'latin afrobeat']"
The Sound That Ends Creation,"['mathcore', 'mathgrind', 'technical grindcore']"
The Soundtrack Of Our Lives,"['gothenburg indie', 'swedish hard rock', 'swedish psychedelic rock']"
The Southern Death Cult,"['gothic rock', 'uk post-punk']"
The Soviettes,"['minneapolis punk', 'power-pop punk']"
The Space Brothers,['trance']
The Spacelords,['psychedelic space rock']
The Spaniels,"['doo-wop', 'rhythm and blues']"
The Specials,"['britpop', 'new wave', 'punk', 'ska', 'ska revival']"
The Speedways,['modern power pop']
The Speer Family,"['family gospel', 'southern gospel']"
The Spencer Davis Group,"['british blues', 'british invasion', 'protopunk']"
The Spencer Lee Band,['modern funk']
The Spill Canvas,"['neon pop punk', 'pop punk', 'screamo', 'south dakota indie']"
The Spinners,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul']"
The Spinney Brothers,"['bluegrass', 'traditional bluegrass']"
The Spirit,['german black metal']
The Spits,"['garage pop', 'garage punk']"
The Spongetones,"['beatlesque', 'power pop', 'underground power pop']"
The Spotnicks,['swedish rock-and-roll']
The St Philips Boy's Choir,"[""children's choir""]"
The Stan Laurels,['modern power pop']
The Standells,"['classic garage rock', 'protopunk']"
The Standstills,"['canadian rock', 'modern hard rock']"
The Stanfields,['celtic punk']
The Stanley Brothers,"['banjo', 'bluegrass', 'bluegrass gospel', 'country gospel', 'traditional country']"
The Stanleys,['modern power pop']
The Starbugs,"[""nz children's music""]"
The Starliters,"['italian rockabilly', 'neo-rockabilly']"
The Starting Line,"['emo', 'neon pop punk', 'philly indie', 'pop punk', 'screamo']"
The Statler Brothers,"['country', 'country rock']"
The Staves,"['chamber pop', 'indie folk', 'new americana', 'stomp and holler', 'uk americana']"
The Steady 45's,"['ska revival', 'traditional ska']"
The Steel Wheels,['neo-traditional bluegrass']
The Steeldrivers,"['bluegrass', 'modern southern rock', 'neo-traditional bluegrass', 'new americana']"
The Steinways,"['orgcore', 'power-pop punk']"
The Steve Adamyk Band,"['garage pop', 'garage punk', 'modern power pop', 'ottawa indie', 'power-pop punk']"
The Sticker Club,"[""australian children's music""]"
The Stone Foxes,"['alternative roots rock', 'bay area indie', 'modern blues rock', 'stomp and holler']"
The Stone Roses,"['britpop', 'dance rock', 'madchester']"
The Stoneman Family,"['appalachian folk', 'banjo', 'traditional bluegrass', 'traditional folk']"
The Stonemans,"['bluegrass', 'traditional bluegrass']"
The Stooges,"['alternative rock', 'detroit rock', 'permanent wave', 'protopunk', 'punk']"
The Story So Far,"['alternative emo', 'emo', 'pop punk']"
The Storyteller,"[""children's story""]"
The Strange Boys,"['austindie', 'garage pop', 'indie garage rock']"
The Strangeloves,['classic garage rock']
The Stray Birds,"['lancaster pa indie', 'new americana', 'progressive bluegrass']"
The Streets,"['birmingham hip hop', 'uk garage']"
The Strides,"['australian reggae fusion', 'australian ska']"
The String Cheese Incident,"['jam band', 'jamgrass', 'progressive bluegrass']"
The String Kings,['traditional rockabilly']
The String Revolution,"['classify', 'instrumental acoustic guitar']"
The Stringtones,['swedish rock-and-roll']
The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']"
The Strumbellas,"['canadian indie', 'folk-pop', 'stomp and holler']"
The Struts,"['glam rock', 'modern alternative rock']"
The Strypes,['garage rock']
The Stunned Guys,"['dark hardcore', 'gabba', 'happy hardcore', 'hardcore techno']"
The Stutzman Family,['family gospel']
The Stutzman Sisters,['family gospel']
The Stylistics,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul']"
The Subways,"['dance-punk', 'garage rock', 'garage rock revival']"
The Successful Failures,['modern power pop']
The Sugar Stems,['power-pop punk']
The Sugarcubes,"['alternative rock', 'dream pop', 'icelandic pop', 'icelandic post-punk']"
The Sugargliders,"['c86', 'tape club', 'twee pop']"
The Sugarhill Gang,"['east coast hip hop', 'funk', 'new jersey rap', 'old school hip hop']"
The Sugarman 3,"['afrobeat', 'bboy', 'hammond organ']"
The Suicide Machines,"['punk', 'ska', 'ska punk', 'skate punk']"
The Summer Set,"['neon pop punk', 'piano rock', 'pop emo', 'pop punk']"
The Sunburst Band,"['deep house', 'soulful house']"
The Supahip,['modern power pop']
The Supremes,"['adult standards', 'classic girl group', 'disco', 'motown', 'soul']"
The Sureshots,"['neo-rockabilly', 'uk rockabilly']"
The Swamp Shakers,['neo-rockabilly']
The Sweetest Ache,"['c86', 'swansea indie', 'tape club', 'twee pop']"
The Sweetgreens,['background jazz']
The Swellers,"['alternative emo', 'anthem emo', 'melodic hardcore', 'pop punk', 'skate punk']"
The Swinging Belles,"[""canadian children's music"", ""children's folk""]"
The Swinging Blue Jeans,"['british invasion', 'merseybeat']"
The Sword,"['austin metal', 'sludge metal', 'stoner metal', 'stoner rock']"
The Sylvers,"['classic soul', 'disco']"
The Symposium,"['chicago indie', 'indie garage rock']"
The Synaptik,"['jordanian pop', 'middle east hip hop', 'palestinian hip hop', 'palestinian pop']"
The System,"['funk', 'new jack swing', 'p funk', 'post-disco', 'quiet storm', 'urban contemporary']"
The Tallest Man On Earth,"['chamber pop', 'indie folk', 'stomp and holler', 'swedish americana', 'swedish singer-songwriter']"
The Talleys,"['family gospel', 'southern gospel']"
The Tallis Scholars,"['british choir', 'choral', 'early music', 'early music choir', 'early music ensemble', 'polyphony']"
The Tattle Tales,['power-pop punk']
The Taxpayers,"['folk punk', 'portland punk']"
The Tear Garden,"['electro-industrial', 'industrial', 'industrial rock']"
The Teardrop Explodes,"['new romantic', 'new wave', 'new wave pop', 'pub rock', 'uk post-punk']"
The Techniques,"['jamaican ska', 'rocksteady']"
The Temper Trap,"['indietronica', 'modern rock']"
The Temperance Movement,"['modern blues rock', 'modern hard rock']"
The Ten Tenors,['operatic pop']
The Tenors,['operatic pop']
The The,"['new romantic', 'new wave', 'post-punk', 'uk post-punk']"
The Theorist,['piano cover']
The Three Degrees,"['classic girl group', 'disco', 'motown', 'philly soul']"
The Three O'Clock,"['jangle pop', 'paisley underground', 'power pop', 'underground power pop']"
The Three Tenors,['operatic pop']
The Thrillseekers,"['progressive house', 'progressive trance', 'trance', 'uplifting trance']"
The Thrown Ups,['underground grunge']
The Tights,['deep punk rock']
The Time,"['funk', 'funk rock', 'minneapolis sound', 'new jack swing', 'quiet storm', 'synth funk']"
The Tin Cans,"['german rockabilly', 'neo-rockabilly']"
The Ting Tings,"['alternative dance', 'dance-punk', 'new rave']"
The Tiny Boppers,"[""children's music"", 'nursery']"
The Toasters,"['ska', 'ska punk', 'ska revival']"
The Toilet Bowl Cleaners,['comedy rock']
The Toms,"['jangle pop', 'modern power pop', 'power pop', 'underground power pop']"
The Tony Benson Sextet,['classic afrobeat']
The Tony Danza Tapdance Extravaganza,"['american grindcore', 'american metalcore', 'deathcore', 'djent', 'mathcore', 'melodic metalcore', 'tennessee metal']"
The Top Boost,['modern power pop']
The Top Cats,['swedish rockabilly']
The Tories,['underground power pop']
The Tossers,"['celtic punk', 'celtic rock', 'chicago punk', 'folk punk']"
The Tough Alliance,"['balearic', 'gothenburg indie', 'metropopolis', 'swedish electropop', 'swedish indie pop', 'swedish synthpop']"
The Touré-Raichel Collective,['malian blues']
The Toxic Avenger,"['electro house', 'electro trash', 'filter house']"
The Tragically Hip,"['canadian rock', 'kingston on indie', 'ontario indie', 'rock']"
The Trammps,"['disco', 'philly soul']"
The Trashmen,"['classic garage rock', 'protopunk', 'surf music']"
The Travelin' McCourys,"['bluegrass', 'jamgrass', 'progressive bluegrass']"
The Treatment,"['deep melodic hard rock', 'modern hard rock', 'nwocr', 'sleaze rock']"
The Tremeloes,"['beatlesque', 'british invasion']"
The Trews,"['canadian indie', 'canadian rock']"
The Tri-City Singers,"['gospel', 'praise']"
The Troggs,"['british blues', 'british invasion']"
The Troubled Three,['swedish rockabilly']
The Turnback,"['beatlesque', 'modern power pop']"
The Turtles,"['bubblegum pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock-and-roll']"
The Twinkle Brothers,"['dub', 'reggae', 'roots reggae', 'uk dub']"
The Twins Artcore,"['dark hardcore', 'gabba', 'happy hardcore', 'speedcore']"
The Two,"['indian lo-fi', 'lo-fi chill']"
The Tymes,"['beach music', 'classic soul', 'doo-wop', 'motown', 'philly soul', 'rhythm and blues']"
The Ugly Duckling,"[""children's story""]"
The Ugly Ducklings,"['canadian garage rock', 'canadian psychedelic', 'classic garage rock', 'freakbeat']"
The Ultimate Seduction,['happy hardcore']
The Ultimate Storyteller,"[""children's story""]"
The Umbrellas,['tape club']
The Un4given,['euphoric hardstyle']
The Undertones,"['mod revival', 'northern irish punk', 'pub rock', 'punk']"
The Unguided,"['melodic groove metal', 'swedish metalcore']"
The Union Underground,"['alternative metal', 'industrial metal', 'nu metal']"
The United States Of America,"['experimental', 'experimental rock', 'moog', 'psychedelic rock']"
The Unkool Hillbillies,"['neo-rockabilly', 'swedish rockabilly']"
The Unlikely Candidates,"['fort worth indie', 'modern alternative rock', 'pov: indie']"
The Unlovables,['power-pop punk']
The Unseen,"['boston hardcore', 'boston punk', 'crack rock steady', 'punk', 'ska punk', 'skate punk', 'street punk']"
The Unseen Strangers,['neo-traditional bluegrass']
The Untouchables,"['ska', 'ska revival']"
The Upbeats,"['drum and bass', 'neurofunk', 'nz dnb', 'nz electronic']"
The Upsetters,"['dub', 'reggae', 'rocksteady', 'roots reggae']"
The Used,"['alternative metal', 'neon pop punk', 'pop emo', 'post-grunge', 'post-hardcore', 'screamo']"
The Vaccines,"['garage rock', 'indie rock', 'modern rock', 'rock']"
The Valkyrians,"['euroska', 'ska', 'ska revival', 'traditional ska']"
The Vandalias,['underground power pop']
The Vandals,"['hardcore punk', 'punk', 'ska', 'ska punk', 'skate punk']"
The Vankeys,['australian rockabilly']
The Vaughan Brothers,"['blues', 'blues rock', 'british blues', 'country rock', 'electric blues', 'modern blues', 'southern rock', 'texas blues', 'traditional blues']"
The Veer Union,"['gymcore', 'post-grunge']"
The Vegetable Plot,"[""australian children's music""]"
The Velvet Underground,"['alternative rock', 'melancholia', 'permanent wave', 'protopunk', 'rock']"
The Velveteins,"['edmonton indie', 'indie garage rock']"
The Vents,['deep power-pop punk']
The Veronicas,"['australian pop', 'candy pop', 'dance pop', 'girl group', 'post-teen pop']"
The Verve,"['britpop', 'permanent wave', 'rock', 'shoegaze']"
The Verve Pipe,"['pop rock', 'post-grunge']"
The Very Nice Interesting Singer Man,['comedy rock']
The Vibrators,"['hardcore punk', 'pub rock', 'punk']"
The Viceroys,"['dub', 'reggae', 'rocksteady', 'roots reggae']"
The Village Callers,"['hammond organ', 'rare groove']"
The Vindictives,"['chicago punk', 'power-pop punk']"
The Vines,"['alternative rock', 'dance-punk', 'garage rock', 'modern rock']"
The Violents,['swedish rock-and-roll']
The Viper,"['classic hardstyle', 'dark hardcore', 'gabba', 'happy hardcore', 'hardcore techno']"
The Virginmarys,"['garage rock revival', 'modern alternative rock']"
The Virus,"['anarcho-punk', 'crack rock steady', 'crust punk', 'hardcore punk', 'oi', 'pennsylvania hardcore', 'philly indie', 'street punk']"
The Vision,"['beach music', 'classic hardstyle', 'euphoric hardstyle', 'rawstyle']"
The Vision Bleak,"['german metal', 'gothic metal', 'lovecraftian metal']"
The Vogues,"['bubblegum pop', 'classic garage rock', 'sunshine pop']"
The Voidz,['modern alternative rock']
The Von Bondies,"['dance-punk', 'garage rock', 'punk blues']"
The Wailers,"['reggae', 'roots reggae', 'ska']"
The Wailin' Jennys,"['ectofolk', 'folk', 'manitoba indie', 'progressive bluegrass', ""women's music""]"
The Wake,"['dark post-punk', 'deathrock', 'gothic rock', 'modern goth']"
The Walker Brothers,['british invasion']
The Wallflowers,"['pop rock', 'post-grunge']"
The Walls Group,"['gospel', 'praise']"
The Walters,"['chicago indie', 'pov: indie']"
The Wanted,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
The Wanton Bishops,"['lebanese indie', 'modern blues rock', 'modern hard rock']"
The War On Drugs,"['chamber pop', 'indie rock', 'modern rock', 'philly indie']"
The Warning,"['mexican metal', 'monterrey indie']"
The Washboard Union,"['canadian contemporary country', 'canadian country', 'washboard']"
The Way Down Wanderers,['neo-traditional bluegrass']
The Waybacks,"['instrumental bluegrass', 'mandolin', 'progressive bluegrass']"
The Weary Boys,"['garage punk blues', 'gothic americana', 'neo honky tonk']"
The Weather Girls,"['disco', 'hi-nrg']"
The Weather Prophets,"['c86', 'tape club']"
The Weather Station,"['chamber pop', 'indie folk', 'modern folk rock']"
The Weeklings,"['asbury park indie', 'modern power pop', 'underground power pop']"
The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']"
The Weepies,"['acoustic pop', 'ectofolk', 'neo mellow']"
The Weight of Silence,['nu-metalcore']
The Well,"['austin metal', 'austin rock', 'psychedelic doom', 'retro metal', 'stoner metal', 'stoner rock']"
The Well Wishers,"['modern power pop', 'underground power pop']"
The Wellingtons,['modern power pop']
The West Coast Pop Art Experimental Band,"['classic garage rock', 'psychedelic rock']"
The Western Den,['ambient folk']
The Western Ghats,['indian indie']
The Whiffs,['modern power pop']
The Whisnants,"['family gospel', 'southern gospel']"
The Whispers,"['classic soul', 'disco', 'funk', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
The White Boys,['comedy rap']
The White Buffalo,"['alternative roots rock', 'new americana']"
The White Mice,"['american grindcore', 'rhode island indie']"
The White Noise Zen & Meditation Sound Lab,['environmental']
The White Stripes,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'permanent wave', 'punk blues', 'rock']"
The White Tie Affair,"['dance rock', 'electropowerpop', 'neon pop punk', 'pixie', 'pop emo']"
The White Wires,"['canadian garage rock', 'garage pop', 'garage punk', 'modern power pop', 'ottawa indie']"
The Who,"['album rock', 'british invasion', 'classic rock', 'hard rock', 'rock']"
The Widdler,"['classic dubstep', 'glitch hop']"
The Wiggles,"[""australian children's music"", ""children's music""]"
The Wild!,"['canadian rock', 'kelowna bc indie', 'modern hard rock']"
The Wildhearts,['modern hard rock']
The Wilds,['baptist gospel']
The Winans,['gospel']
The Winery Dogs,['modern hard rock']
The Winking Owl,"['anime rock', 'j-pixie', 'japanese emo', 'japanese pop punk']"
The Wise Guyz,['neo-rockabilly']
The Wise Man's Fear,['metalcore']
The Wiseguys,"['bboy', 'big beat', 'trip hop']"
The Wissmann Family,['family gospel']
The Wizards,['comedy rap']
The Wolfe Tones,['irish folk']
The Wolfgangs,"['deep psychobilly', 'french rockabilly', 'psychobilly']"
The Wolfhounds,"['c86', 'tape club']"
The Wombats,"['liverpool indie', 'modern alternative rock', 'modern rock']"
The Wonder Years,"['alternative emo', 'emo', 'philly indie', 'pop punk']"
The Wood Brothers,"['jam band', 'modern blues', 'new americana', 'progressive bluegrass', 'roots rock', 'stomp and holler']"
